,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
Joe Webb,,,,37.08,58.34,-0.1,8.3,2.6,-0.1,1.3,4.800000000000001,3.3,,0.0,,,,,,,,,,,
Brandon Weeden,,,,,,,,,195.60000000000002,109.64,26.020000000000003,78.42,,,-0.1,,,,,,,,,,
Chris Weinke,,,,,,,,,194.04000000000002,2.1000000000000005,,,8.06,30.6,10.16,,,,,,,,,,
Carson Wentz,,,,247.97999999999996,345.74,245.66,339.86,228.4,318.02,132.79999999999998,,,,,,,,,,,,,,,
Mike White,,,,,,52.02,64.58000000000001,,,,,,,,,,,,,,,,,,
Malik Willis,,,23.34,,,,,,,,,,,,,,,,,,,,,,
Russell Wilson,,,,333.62,332.17999999999995,368.6,410.26000000000005,314.06,417.92,371.42,392.59999999999997,445.78000000000003,292.82,261.76,,,,,,,,,,,
Zach Wilson,,167.86,112.92,,,,,,,,,,,,,,,,,,,,,,
Jameis Winston,320.98,318.1,251.65999999999997,239.78,373.36,2.4,147.4,49.92,,,,,,,,,,,,,,,,,
John Wolford,,,,,12.84,-1.9000000000000001,18.8,,,,,,,,,,,,,,,,,,
Anthony Wright,,,,7.08,46.86,,93.26,,88.08,0.039999999999999813,0.38,,,,,,,,,,,,,,
T.J. Yates,,,,55.660000000000004,5.42,0.5200000000000005,0.56,30.799999999999997,0.0,44.02,,,,,,,,,,,,,,,
